time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20200810:1500,27.1,93.55,0.0,0.0,0.0,436.85,1.86,214.0,95950.0
20200810:1600,26.9,93.95,0.0,0.0,0.0,437.85,2.21,212.0,96008.0
20200810:1700,26.79,93.8,0.0,0.0,0.0,438.05,2.69,220.0,96017.0
20200810:1800,26.71,93.65,0.0,0.0,0.0,437.45,2.83,228.0,96036.0
20200810:1900,26.33,93.75,0.0,0.0,0.0,436.65,2.97,230.0,96036.0
20200810:2000,26.21,93.8,0.0,0.0,0.0,440.25,3.1,231.0,96036.0
20200810:2100,26.03,93.9,0.0,0.0,0.0,441.85,3.24,234.0,95979.0
20200810:2200,25.85,94.65,0.0,0.0,0.0,443.45,3.24,237.0,95950.0
20200810:2300,25.69,95.15,0.0,0.0,0.0,441.65,3.38,238.0,95979.0
20200811:0000,25.54,95.05,0.0,0.0,0.0,440.45,3.45,233.0,95989.0
20200811:0100,25.43,96.1,8.95,0.0,8.95,438.25,3.31,233.0,96027.0
20200811:0200,25.45,96.45,6.65,0.0,6.65,445.45,3.17,234.0,96084.0
20200811:0300,25.57,94.65,17.6,0.0,17.6,447.05,3.86,239.0,96123.0
20200811:0400,25.67,94.55,33.15,0.0,33.15,443.65,3.52,241.0,96152.0
20200811:0500,25.89,93.5,22.45,0.0,22.45,445.05,3.52,241.0,96180.0
20200811:0600,25.87,93.85,272.4,64.37,211.95,445.65,3.24,239.0,96161.0
20200811:0700,27.74,83.5,342.7,116.5,228.75,450.05,4.07,240.0,96113.0
20200811:0800,29.06,77.4,405.05,173.62,238.65,451.25,4.34,241.0,96046.0
20200811:0900,29.66,75.85,376.65,193.73,205.9,449.25,4.62,235.0,95969.0
20200811:1000,29.75,75.05,270.6,132.14,171.2,447.45,4.62,236.0,95921.0
20200811:1100,29.5,76.5,210.3,158.24,118.55,447.85,4.48,236.0,95864.0
20200811:1200,29.33,76.75,85.0,38.85,70.4,444.45,3.86,239.0,95873.0
20200811:1300,28.86,78.95,9.55,2.59,9.15,442.25,2.76,228.0,95893.0
20200811:1400,27.94,84.25,0.0,0.0,0.0,442.45,2.76,212.0,95960.0
20200811:1500,27.27,88.65,0.0,0.0,0.0,440.25,2.83,210.0,95989.0
20200811:1600,26.74,92.0,0.0,0.0,0.0,435.85,2.97,209.0,96065.0
20200811:1700,26.49,91.6,0.0,0.0,0.0,432.45,3.17,212.0,96065.0
20200811:1800,26.5,90.3,0.0,0.0,0.0,433.45,3.31,214.0,96046.0
20200811:1900,26.32,89.8,0.0,0.0,0.0,429.65,3.72,218.0,95989.0
20200811:2000,26.3,87.9,0.0,0.0,0.0,428.85,4.0,222.0,95960.0
20200811:2100,26.22,87.55,0.0,0.0,0.0,429.05,4.21,224.0,95921.0
20200811:2200,26.12,89.15,0.0,0.0,0.0,431.85,4.28,226.0,95902.0
20200811:2300,26.03,91.25,0.0,0.0,0.0,432.85,4.28,228.0,95931.0
20200812:0000,26.16,91.85,0.0,0.0,0.0,445.85,4.48,230.0,95941.0
20200812:0100,26.35,91.55,36.85,51.26,32.85,445.45,4.14,232.0,95969.0
20200812:0200,26.76,89.8,103.05,26.78,94.95,451.85,4.97,237.0,96008.0
20200812:0300,27.45,86.4,234.45,76.44,195.15,448.25,5.38,239.0,96017.0
20200812:0400,28.27,82.0,358.35,172.78,237.65,450.85,5.59,242.0,96046.0
20200812:0500,29.23,76.9,533.9,278.99,298.65,448.05,5.45,241.0,96075.0
20200812:0600,30.39,71.2,609.5,279.04,347.7,452.85,5.52,239.0,96046.0
20200812:0700,31.1,70.5,700.55,462.35,248.8,458.65,4.97,236.0,95998.0
20200812:0800,31.79,66.55,599.05,362.89,251.7,452.45,5.24,239.0,95912.0
20200812:0900,32.05,64.45,640.5,507.7,193.8,450.05,5.1,241.0,95873.0
20200812:1000,32.62,62.05,423.55,329.29,176.45,456.45,4.97,243.0,95797.0
20200812:1100,32.55,60.5,262.7,221.43,134.8,455.05,4.69,243.0,95739.0
20200812:1200,32.23,60.7,112.95,88.94,79.75,456.05,4.34,240.0,95730.0
20200812:1300,31.49,64.95,14.65,11.56,12.9,457.85,3.93,227.0,95710.0
20200812:1400,30.31,70.6,0.0,0.0,0.0,446.45,4.48,215.0,95816.0
20200812:1500,29.1,76.65,0.0,0.0,0.0,439.45,5.03,214.0,95864.0
20200812:1600,28.13,81.55,0.0,0.0,0.0,434.65,4.83,216.0,95950.0
20200812:1700,27.48,85.15,0.0,0.0,0.0,425.45,4.69,216.0,95969.0
20200812:1800,27.16,86.8,0.0,0.0,0.0,428.25,4.69,217.0,95979.0
20200812:1900,27.11,85.8,0.0,0.0,0.0,423.45,5.31,220.0,95912.0
20200812:2000,26.94,85.85,0.0,0.0,0.0,428.45,5.31,223.0,95864.0
20200812:2100,26.75,86.65,0.0,0.0,0.0,429.45,5.24,224.0,95816.0
20200812:2200,26.93,85.95,0.0,0.0,0.0,446.85,6.41,230.0,95797.0
20200812:2300,26.87,86.6,0.0,0.0,0.0,444.25,5.17,232.0,95797.0
20200813:0000,26.84,87.4,0.0,0.0,0.0,451.45,4.07,236.0,95797.0
20200813:0100,26.71,88.35,43.0,47.15,39.4,448.65,3.72,236.0,95825.0
20200813:0200,26.89,87.75,135.75,77.88,112.3,450.05,4.07,234.0,95902.0
20200813:0300,27.32,85.55,361.25,324.28,194.9,446.45,4.62,235.0,95893.0
20200813:0400,28.6,77.65,384.25,121.28,299.65,438.65,5.24,239.0,95902.0
20200813:0500,29.51,72.45,541.65,169.72,398.7,451.65,5.03,235.0,95902.0
20200813:0600,30.61,67.3,605.2,227.16,392.3,452.45,4.97,232.0,95825.0
20200813:0700,31.74,62.0,552.3,205.74,351.5,455.45,4.0,222.0,95816.0
20200813:0800,32.16,60.35,448.0,110.95,341.95,464.25,3.72,222.0,95701.0
20200813:0900,32.21,60.05,305.05,56.02,255.85,459.85,3.72,222.0,95634.0
20200813:1000,31.96,61.05,228.2,43.22,195.85,465.65,3.79,222.0,95547.0
20200813:1100,31.55,62.65,158.65,9.47,153.2,464.45,3.86,223.0,95499.0
20200813:1200,31.12,64.45,94.55,20.23,87.05,458.45,3.52,222.0,95499.0
20200813:1300,30.57,67.2,13.6,2.36,13.25,446.45,3.03,215.0,95499.0
20200813:1400,29.74,70.25,0.0,0.0,0.0,440.65,2.62,207.0,95576.0
20200813:1500,29.15,72.85,0.0,0.0,0.0,438.45,2.48,198.0,95614.0
20200813:1600,28.7,74.9,0.0,0.0,0.0,435.25,2.48,199.0,95653.0
20200813:1700,28.34,76.25,0.0,0.0,0.0,430.85,2.83,204.0,95701.0
20200813:1800,28.08,76.7,0.0,0.0,0.0,432.25,3.66,217.0,95720.0
20200813:1900,27.58,80.6,0.0,0.0,0.0,430.85,4.0,222.0,95758.0
20200813:2000,26.92,84.65,0.0,0.0,0.0,428.45,3.66,227.0,95720.0
20200813:2100,26.48,87.5,0.0,0.0,0.0,426.85,3.38,227.0,95691.0
20200813:2200,26.34,88.6,0.0,0.0,0.0,435.25,3.31,225.0,95643.0
20200813:2300,26.27,89.15,0.0,0.0,0.0,435.45,3.31,226.0,95624.0
20200814:0000,26.38,88.7,0.0,0.0,0.0,444.45,3.79,229.0,95624.0
20200814:0100,26.58,87.85,36.25,28.12,34.15,448.05,3.79,231.0,95653.0
20200814:0200,27.02,85.65,96.45,0.17,96.4,451.85,3.66,230.0,95701.0
20200814:0300,27.75,82.05,113.8,0.0,113.8,454.45,3.45,231.0,95739.0
20200814:0400,28.34,79.55,218.25,8.33,212.45,457.25,2.9,233.0,95730.0
20200814:0500,29.35,74.95,315.85,45.11,277.9,459.05,2.55,234.0,95758.0
20200814:0600,30.17,72.1,463.65,258.11,222.0,464.05,2.14,228.0,95739.0
20200814:0700,31.18,65.75,755.35,544.61,224.45,451.25,1.66,222.0,95691.0
20200814:0800,32.44,62.2,681.55,437.92,263.55,452.85,1.59,231.0,95643.0
20200814:0900,32.89,61.45,515.4,350.61,208.05,463.05,1.59,239.0,95557.0
20200814:1000,32.99,61.45,386.55,260.75,191.9,460.85,2.07,240.0,95518.0
20200814:1100,32.51,63.05,188.3,112.83,123.65,454.25,2.41,230.0,95423.0
20200814:1200,30.41,71.95,41.25,3.94,39.8,454.25,2.69,201.0,95451.0
20200814:1300,29.34,78.6,7.0,0.69,6.9,451.25,2.48,192.0,95470.0
20200814:1400,28.74,80.9,0.0,0.0,0.0,452.05,2.76,205.0,95538.0
20200814:1500,28.3,82.25,0.0,0.0,0.0,450.05,2.9,212.0,95586.0
20200814:1600,27.89,83.55,0.0,0.0,0.0,439.65,3.03,213.0,95624.0
20200814:1700,27.67,84.0,0.0,0.0,0.0,438.85,3.1,217.0,95643.0
20200814:1800,27.55,83.8,0.0,0.0,0.0,437.25,3.03,221.0,95653.0
20200814:1900,27.68,81.15,0.0,0.0,0.0,444.85,3.1,231.0,95634.0
20200814:2000,27.28,82.45,0.0,0.0,0.0,440.85,3.38,234.0,95586.0
20200814:2100,26.73,85.25,0.0,0.0,0.0,437.85,3.52,234.0,95586.0
20200814:2200,25.94,90.65,0.0,0.0,0.0,435.65,3.17,239.0,95528.0
20200814:2300,25.45,94.25,0.0,0.0,0.0,438.85,2.76,239.0,95557.0
20200815:0000,25.21,95.0,0.0,0.0,0.0,438.05,2.55,232.0,95586.0
20200815:0100,25.07,96.85,12.7,0.0,12.7,440.65,2.41,227.0,95605.0
20200815:0200,25.08,97.4,35.55,0.0,35.55,441.05,2.21,218.0,95701.0
20200815:0300,25.26,97.55,69.0,12.34,62.7,441.25,2.0,226.0,95758.0
20200815:0400,25.68,97.25,111.8,45.29,80.3,443.25,2.14,239.0,95777.0
20200815:0500,26.06,96.05,309.3,97.82,227.1,443.05,2.69,235.0,95749.0
20200815:0600,27.1,92.75,305.7,53.14,256.0,445.25,2.69,230.0,95739.0
20200815:0700,27.66,89.65,149.3,0.0,149.3,446.25,2.69,276.0,95672.0
20200815:0800,27.49,90.6,222.55,56.34,168.85,449.05,2.21,272.0,95653.0
20200815:0900,27.86,88.65,242.55,64.18,186.4,447.45,2.41,260.0,95614.0
20200815:1000,28.31,87.35,204.65,75.16,148.7,450.85,2.9,255.0,95614.0
20200815:1100,28.63,86.25,197.5,116.37,131.1,453.65,2.83,252.0,95538.0
20200815:1200,28.89,84.65,83.9,51.76,65.0,450.65,2.83,252.0,95547.0
20200815:1300,28.59,84.25,9.7,2.11,9.4,443.85,1.93,252.0,95566.0
20200815:1400,28.08,87.55,0.0,0.0,0.0,442.85,1.66,235.0,95605.0
20200815:1500,27.75,89.6,0.0,0.0,0.0,440.85,1.86,227.0,95691.0
20200815:1600,27.54,90.6,0.0,0.0,0.0,441.05,2.14,220.0,95730.0
20200815:1700,27.36,91.4,0.0,0.0,0.0,440.05,2.14,231.0,95768.0
20200815:1800,27.08,92.35,0.0,0.0,0.0,433.65,2.55,230.0,95777.0
20200815:1900,26.82,89.25,0.0,0.0,0.0,438.45,3.31,219.0,95787.0
20200815:2000,26.58,89.65,0.0,0.0,0.0,433.25,3.17,222.0,95758.0
20200815:2100,26.34,90.55,0.0,0.0,0.0,428.45,3.03,228.0,95720.0
20200815:2200,26.29,90.75,0.0,0.0,0.0,433.65,2.9,233.0,95701.0
20200815:2300,26.18,91.45,0.0,0.0,0.0,434.45,2.76,234.0,95720.0
20200816:0000,26.02,92.55,0.0,0.0,0.0,435.05,2.76,232.0,95739.0
20200816:0100,25.86,93.95,21.85,18.22,20.55,441.65,2.76,231.0,95777.0
20200816:0200,25.79,95.7,55.2,0.0,55.2,447.45,2.28,225.0,95835.0
20200816:0300,25.92,96.25,125.35,70.85,89.25,449.05,2.34,230.0,95912.0
20200816:0400,26.33,93.95,204.55,111.23,127.3,446.65,2.83,242.0,95902.0
20200816:0500,27.23,88.0,310.4,128.91,202.2,447.25,2.62,255.0,95883.0
20200816:0600,28.5,82.4,524.2,313.24,231.6,453.25,2.0,261.0,95854.0
20200816:0700,30.33,77.65,558.5,276.94,289.2,452.65,2.07,229.0,95797.0
20200816:0800,31.48,71.15,509.6,249.78,271.9,462.25,2.21,217.0,95749.0
20200816:0900,31.72,71.1,498.9,259.12,272.65,463.65,2.55,207.0,95682.0
20200816:1000,31.19,72.0,386.85,250.7,200.75,458.85,2.34,204.0,95643.0
20200816:1100,31.17,73.7,219.85,150.77,134.2,463.25,2.9,209.0,95634.0
20200816:1200,30.96,74.0,83.7,35.33,70.9,454.05,2.55,224.0,95595.0
20200816:1300,30.36,77.8,11.7,5.4,10.95,451.65,2.28,216.0,95624.0
20200816:1400,29.42,82.15,0.0,0.0,0.0,445.45,2.83,205.0,95720.0
20200816:1500,28.75,85.05,0.0,0.0,0.0,447.45,3.24,207.0,95797.0
20200816:1600,27.93,87.9,0.0,0.0,0.0,440.05,3.31,209.0,95816.0
20200816:1700,27.29,89.95,0.0,0.0,0.0,436.65,2.48,210.0,95825.0
20200816:1800,26.88,91.1,0.0,0.0,0.0,435.65,2.62,211.0,95806.0
20200816:1900,27.35,92.3,0.0,0.0,0.0,434.85,2.83,207.0,95777.0
20200816:2000,27.15,92.35,0.0,0.0,0.0,438.65,3.1,209.0,95787.0
20200816:2100,26.77,92.75,0.0,0.0,0.0,434.25,3.1,212.0,95768.0
20200816:2200,26.13,94.0,0.0,0.0,0.0,437.85,2.83,206.0,95787.0
20200816:2300,25.6,96.55,0.0,0.0,0.0,446.25,1.93,204.0,95749.0
20200817:0000,25.33,98.6,0.0,0.0,0.0,450.45,1.24,184.0,95777.0
20200817:0100,25.15,99.1,13.65,0.0,13.65,446.85,1.31,158.0,95797.0
20200817:0200,25.15,98.6,65.75,15.05,61.3,449.85,1.1,138.0,95825.0
20200817:0300,25.4,96.9,155.6,47.21,131.6,448.45,0.83,173.0,95902.0
20200817:0400,26.73,88.1,253.35,68.43,205.9,447.45,0.62,236.0,95912.0
20200817:0500,28.07,82.65,328.1,110.28,235.65,451.05,0.55,143.0,95941.0
20200817:0600,29.25,77.75,496.8,216.45,294.85,458.65,0.83,132.0,95921.0
20200817:0700,30.66,77.9,696.1,355.45,350.9,467.25,2.07,205.0,95864.0
20200817:0800,31.34,76.3,658.7,466.26,215.7,461.65,2.14,201.0,95777.0
20200817:0900,32.05,70.6,546.55,394.98,202.4,462.25,1.86,193.0,95701.0
20200817:1000,32.63,67.35,357.35,262.45,163.1,460.65,1.86,192.0,95682.0
20200817:1100,32.65,65.35,208.45,174.26,109.9,466.25,1.66,202.0,95576.0
20200817:1200,32.46,65.8,95.8,80.14,67.0,462.85,2.07,213.0,95586.0
20200817:1300,31.72,70.05,8.95,5.16,8.25,461.85,2.41,220.0,95605.0
20200817:1400,30.54,75.25,0.0,0.0,0.0,451.65,2.69,210.0,95672.0
20200817:1500,29.34,81.15,0.0,0.0,0.0,445.45,2.83,181.0,95758.0
20200817:1600,28.54,85.0,0.0,0.0,0.0,444.45,3.03,184.0,95835.0
20200817:1700,27.74,88.35,0.0,0.0,0.0,434.45,2.97,193.0,95883.0
20200817:1800,27.27,90.1,0.0,0.0,0.0,432.65,2.76,183.0,95893.0
20200817:1900,27.24,86.55,0.0,0.0,0.0,428.45,3.1,201.0,95912.0
20200817:2000,27.0,87.0,0.0,0.0,0.0,428.45,2.83,206.0,95921.0
20200817:2100,26.8,87.55,0.0,0.0,0.0,430.05,2.69,215.0,95883.0
20200817:2200,26.6,88.65,0.0,0.0,0.0,426.85,2.69,224.0,95893.0
20200817:2300,26.43,90.2,0.0,0.0,0.0,426.45,2.55,232.0,95845.0
20200818:0000,26.35,91.45,0.0,0.0,0.0,430.45,2.48,236.0,95873.0
20200818:0100,26.36,92.25,49.4,1.47,49.3,432.65,2.62,234.0,95912.0
20200818:0200,27.02,88.4,138.95,88.19,113.0,442.45,3.72,237.0,95989.0
20200818:0300,27.85,83.5,231.1,66.15,197.55,448.25,3.66,234.0,96027.0
20200818:0400,28.9,77.7,392.6,172.95,272.85,455.65,3.45,239.0,96046.0
20200818:0500,30.18,71.9,393.1,170.44,250.4,455.25,2.83,247.0,96046.0
20200818:0600,30.65,70.2,419.3,96.95,328.95,457.65,2.48,243.0,96017.0
20200818:0700,30.76,70.2,614.8,335.78,289.15,460.05,3.45,234.0,95969.0
20200818:0800,31.57,67.85,678.35,382.59,315.45,457.45,3.72,230.0,95912.0
20200818:0900,32.14,66.65,429.25,196.8,258.15,452.65,3.72,227.0,95845.0
20200818:1000,31.93,68.4,319.45,153.82,205.95,459.25,3.59,232.0,95797.0
20200818:1100,30.3,74.35,189.8,82.43,143.4,458.45,3.45,237.0,95758.0
20200818:1200,29.8,76.45,76.4,27.36,66.65,445.85,3.1,231.0,95739.0
20200818:1300,29.11,79.7,7.95,0.0,7.95,443.45,3.03,211.0,95797.0
20200818:1400,28.37,82.7,0.0,0.0,0.0,439.05,3.31,203.0,95845.0
20200818:1500,27.9,84.6,0.0,0.0,0.0,433.45,3.59,221.0,95845.0
20200818:1600,27.8,84.65,0.0,0.0,0.0,436.85,3.59,234.0,95941.0
20200818:1700,27.77,84.2,0.0,0.0,0.0,435.85,3.93,242.0,95998.0
20200818:1800,27.81,83.25,0.0,0.0,0.0,445.05,3.93,230.0,95979.0
20200818:1900,27.24,85.75,0.0,0.0,0.0,436.45,4.14,218.0,95931.0
20200818:2000,26.88,86.2,0.0,0.0,0.0,431.65,4.48,226.0,95902.0
20200818:2100,26.48,87.45,0.0,0.0,0.0,428.25,4.69,227.0,95873.0
20200818:2200,26.26,88.5,0.0,0.0,0.0,432.85,5.1,228.0,95864.0
20200818:2300,26.43,87.6,0.0,0.0,0.0,447.85,5.72,231.0,95902.0
20200819:0000,26.42,87.8,0.0,0.0,0.0,448.65,5.72,232.0,95873.0
20200819:0100,26.28,89.05,22.95,0.0,22.95,450.05,4.9,231.0,95873.0
20200819:0200,26.21,89.95,84.35,5.46,82.75,449.45,4.41,233.0,95912.0
20200819:0300,26.44,88.85,147.4,12.45,141.1,449.45,5.1,240.0,95969.0
20200819:0400,26.8,86.6,255.7,63.21,212.0,450.65,5.31,241.0,95969.0
20200819:0500,27.46,82.2,281.4,49.51,240.0,443.85,5.52,242.0,96008.0
20200819:0600,28.32,76.85,622.0,317.93,326.1,446.65,4.97,238.0,95998.0
20200819:0700,30.84,66.45,461.55,133.1,332.65,452.85,4.48,242.0,95941.0
20200819:0800,31.34,63.8,607.0,275.48,346.15,460.45,4.14,236.0,95883.0
20200819:0900,32.02,60.9,415.75,130.5,302.55,452.45,3.93,230.0,95806.0
20200819:1000,31.93,60.6,287.35,68.72,236.8,461.45,3.66,231.0,95777.0
20200819:1100,31.61,61.75,179.0,29.45,162.5,455.65,3.59,229.0,95691.0
20200819:1200,31.19,63.95,73.85,11.32,69.85,455.45,3.24,225.0,95691.0
20200819:1300,30.39,67.75,8.25,0.77,8.15,445.85,3.1,215.0,95720.0
20200819:1400,29.62,70.45,0.0,0.0,0.0,442.25,3.31,212.0,95768.0
20200819:1500,29.0,73.1,0.0,0.0,0.0,435.45,3.38,208.0,95835.0
20200819:1600,28.46,75.5,0.0,0.0,0.0,430.45,3.38,200.0,95912.0
20200819:1700,27.99,77.8,0.0,0.0,0.0,428.05,3.38,198.0,95969.0
20200819:1800,27.56,80.0,0.0,0.0,0.0,425.45,3.66,201.0,95989.0
20200819:1900,27.53,76.35,0.0,0.0,0.0,433.45,3.24,205.0,95960.0
20200819:2000,27.23,78.15,0.0,0.0,0.0,433.05,3.1,212.0,95969.0
20200819:2100,26.93,80.15,0.0,0.0,0.0,435.25,3.1,221.0,95931.0
20200819:2200,26.45,83.25,0.0,0.0,0.0,425.45,3.1,231.0,95941.0
20200819:2300,26.02,86.25,0.0,0.0,0.0,423.05,3.1,239.0,95893.0
20200820:0000,25.65,88.9,0.0,0.0,0.0,419.65,3.03,234.0,95883.0
20200820:0100,25.58,90.0,53.75,97.18,47.45,424.25,3.03,226.0,95921.0
20200820:0200,26.31,85.95,143.1,58.14,126.15,430.45,3.72,237.0,95989.0
20200820:0300,27.33,80.75,167.9,47.44,143.95,443.65,2.76,250.0,96056.0
20200820:0400,28.06,77.5,304.85,73.74,253.95,448.25,1.86,257.0,96065.0
20200820:0500,29.04,73.25,408.35,122.56,306.0,456.85,1.03,259.0,96075.0
20200820:0600,29.71,70.8,361.85,83.65,284.1,457.45,0.69,195.0,96094.0
20200820:0700,30.09,67.95,376.5,83.45,295.8,457.65,2.0,159.0,96036.0
20200820:0800,30.2,68.45,560.55,250.73,323.55,460.65,2.0,151.0,96017.0
20200820:0900,30.81,67.75,495.55,305.91,230.8,457.65,1.72,141.0,95960.0
20200820:1000,31.05,67.45,467.85,402.29,172.9,451.85,1.86,130.0,95873.0
20200820:1100,31.02,66.25,200.9,183.34,98.7,444.65,1.79,126.0,95768.0
20200820:1200,30.56,67.1,80.2,71.39,55.2,448.45,1.52,124.0,95758.0
20200820:1300,30.06,71.15,8.35,6.37,7.55,447.45,1.24,115.0,95845.0
20200820:1400,29.11,76.6,0.0,0.0,0.0,441.25,0.9,66.0,95902.0
20200820:1500,28.33,81.3,0.0,0.0,0.0,441.65,0.62,56.0,95950.0
20200820:1600,27.6,88.0,0.0,0.0,0.0,439.85,1.31,120.0,95998.0
20200820:1700,27.02,91.8,0.0,0.0,0.0,436.85,1.52,113.0,96046.0
20200820:1800,26.71,93.0,0.0,0.0,0.0,436.45,1.79,122.0,96113.0
20200820:1900,26.77,88.9,0.0,0.0,0.0,431.45,1.45,117.0,96123.0
20200820:2000,26.37,91.45,0.0,0.0,0.0,430.25,1.1,113.0,96113.0
20200820:2100,25.99,93.05,0.0,0.0,0.0,432.65,1.03,140.0,96142.0
20200820:2200,25.57,94.3,0.0,0.0,0.0,436.85,1.24,161.0,96161.0
20200820:2300,25.28,95.15,0.0,0.0,0.0,434.05,1.24,175.0,96104.0
20200821:0000,25.1,95.8,0.0,0.0,0.0,426.25,1.17,201.0,96104.0
20200821:0100,24.9,96.95,60.9,276.83,43.4,421.45,0.62,211.0,96142.0
20200821:0200,25.63,92.25,205.0,278.98,124.05,427.45,0.62,158.0,96200.0
20200821:0300,26.74,84.9,368.2,347.17,193.35,427.65,1.03,116.0,96238.0
20200821:0400,28.09,78.25,453.05,290.3,253.0,434.05,2.14,100.0,96267.0
20200821:0500,29.2,75.25,659.8,530.97,217.0,447.25,2.14,93.0,96286.0
20200821:0600,30.36,73.2,748.95,583.51,207.3,447.85,1.59,79.0,96286.0
20200821:0700,31.52,68.9,861.45,690.39,194.8,450.25,1.66,68.0,96200.0
20200821:0800,32.48,64.95,515.4,359.2,176.5,446.65,1.86,44.0,96113.0
20200821:0900,32.34,63.7,578.4,445.17,194.05,451.65,2.41,38.0,95969.0
20200821:1000,32.65,62.0,453.4,404.87,157.55,450.85,2.76,35.0,95969.0
20200821:1100,32.32,62.2,234.05,226.28,108.55,449.45,3.52,45.0,95873.0
20200821:1200,29.39,74.8,90.1,83.28,61.2,446.45,3.31,45.0,95845.0
20200821:1300,28.78,76.9,9.95,4.92,9.35,437.85,2.69,50.0,95873.0
20200821:1400,28.1,80.15,0.0,0.0,0.0,429.65,2.28,63.0,95950.0
20200821:1500,27.66,82.5,0.0,0.0,0.0,427.25,1.79,80.0,96027.0
20200821:1600,27.34,84.3,0.0,0.0,0.0,427.65,1.66,84.0,96084.0
20200821:1700,27.13,85.5,0.0,0.0,0.0,428.65,1.72,91.0,96113.0
20200821:1800,27.02,86.0,0.0,0.0,0.0,432.05,1.66,96.0,96142.0
20200821:1900,27.06,85.65,0.0,0.0,0.0,427.45,1.31,83.0,96142.0
20200821:2000,26.83,84.95,0.0,0.0,0.0,426.25,1.45,72.0,96123.0
20200821:2100,26.51,85.9,0.0,0.0,0.0,423.05,1.52,64.0,96065.0
20200821:2200,26.34,87.55,0.0,0.0,0.0,426.25,1.38,58.0,96056.0
20200821:2300,26.22,88.65,0.0,0.0,0.0,427.05,1.45,43.0,96075.0
20200822:0000,26.11,89.4,0.0,0.0,0.0,426.45,1.86,38.0,96046.0
20200822:0100,25.94,90.1,74.7,368.46,52.0,419.45,2.28,41.0,96104.0
20200822:0200,26.57,85.85,245.55,469.35,110.0,417.25,2.9,49.0,96152.0
20200822:0300,27.6,79.2,391.8,487.71,146.75,421.05,3.59,58.0,96190.0
20200822:0400,28.51,76.1,431.4,345.86,193.45,430.05,3.38,60.0,96171.0
20200822:0500,29.02,74.45,644.6,516.81,214.2,435.05,3.24,60.0,96180.0
20200822:0600,30.09,70.9,682.2,481.13,236.2,438.85,3.17,57.0,96142.0
20200822:0700,31.19,62.9,641.3,415.2,241.0,446.25,3.1,46.0,96084.0
20200822:0800,31.52,63.4,451.45,269.2,197.95,451.65,3.45,50.0,95998.0
20200822:0900,31.65,64.05,486.3,330.92,201.3,456.85,3.31,56.0,95893.0
20200822:1000,32.07,61.4,280.1,175.5,152.3,460.85,2.62,54.0,95787.0
20200822:1100,30.96,66.1,184.6,129.33,113.25,459.05,2.14,57.0,95768.0
20200822:1200,28.98,79.85,80.15,61.97,58.85,446.85,2.28,69.0,95806.0
20200822:1300,28.12,84.1,7.65,1.27,7.5,443.25,1.59,74.0,95825.0
20200822:1400,27.4,87.5,0.0,0.0,0.0,433.45,1.1,75.0,95893.0
20200822:1500,27.26,88.4,0.0,0.0,0.0,435.05,0.9,63.0,95921.0
20200822:1600,27.1,89.1,0.0,0.0,0.0,432.25,1.1,53.0,95969.0
20200822:1700,26.84,90.2,0.0,0.0,0.0,426.25,1.31,46.0,95989.0
20200822:1800,26.59,91.25,0.0,0.0,0.0,424.85,1.24,40.0,96027.0
20200822:1900,26.64,89.8,0.0,0.0,0.0,427.25,1.17,43.0,96027.0
20200822:2000,26.67,88.5,0.0,0.0,0.0,432.45,1.38,44.0,95969.0
20200822:2100,26.5,87.8,0.0,0.0,0.0,427.85,2.0,48.0,95921.0
20200822:2200,26.3,87.25,0.0,0.0,0.0,426.25,2.21,47.0,95893.0
20200822:2300,26.03,87.55,0.0,0.0,0.0,421.85,2.34,42.0,95912.0
20200823:0000,25.79,88.1,0.0,0.0,0.0,419.85,2.55,38.0,95941.0
20200823:0100,25.66,88.65,76.7,427.44,51.05,419.05,2.76,34.0,95950.0
20200823:0200,26.28,86.6,228.4,410.86,110.3,417.25,2.9,35.0,95989.0
20200823:0300,27.6,78.75,345.45,335.06,177.5,426.65,4.62,50.0,96027.0
20200823:0400,28.78,72.95,429.15,264.32,247.6,434.85,4.28,51.0,96017.0
20200823:0500,29.62,69.9,453.4,262.86,234.8,447.45,4.21,51.0,96008.0
20200823:0600,30.13,68.0,556.4,339.65,242.0,451.25,4.14,47.0,95989.0
20200823:0700,31.12,64.45,445.5,241.9,212.65,448.85,2.97,46.0,95950.0
20200823:0800,31.29,63.4,549.75,362.67,208.9,455.65,3.17,35.0,95835.0
20200823:0900,31.68,62.7,478.35,297.31,222.95,457.25,3.52,30.0,95777.0
20200823:1000,31.62,63.4,390.3,308.9,166.15,454.05,3.79,32.0,95691.0
20200823:1100,31.47,63.4,188.15,184.06,87.15,447.45,3.66,32.0,95643.0
20200823:1200,30.23,69.9,93.5,97.24,60.4,450.85,2.55,33.0,95653.0
20200823:1300,29.5,73.2,6.9,3.92,6.45,440.85,2.62,51.0,95682.0
20200823:1400,28.78,76.8,0.0,0.0,0.0,447.25,2.21,69.0,95749.0
20200823:1500,28.23,78.85,0.0,0.0,0.0,441.65,1.93,69.0,95816.0
20200823:1600,27.95,80.45,0.0,0.0,0.0,438.65,1.72,72.0,95864.0
20200823:1700,27.67,81.65,0.0,0.0,0.0,436.85,1.79,59.0,95873.0
20200823:1800,27.35,82.75,0.0,0.0,0.0,432.65,1.72,50.0,95902.0
20200823:1900,26.88,87.7,0.0,0.0,0.0,429.45,1.45,217.0,95921.0
